Unnamed: 0,player_name,team_abbreviation,age,player_height,player_weight,college,country,draft_year,draft_round,draft_number,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season,Position
2543,brandon armstrong,NJN,22,195.58,85.275296,Pepperdine,USA,2001,1,23,35,1.8,0.5,0.2,-8.9,0.051,0.034,0.226,0.358,0.079,Feb-01,
2544,brendan haywood,WAS,22,213.36,120.655472,North Carolina,USA,2001,1,20,62,5.1,5.2,0.5,-1.3,0.126,0.159,0.126,0.54,0.038,Feb-01,
2545,brent barry,SEA,30,198.12,92.079176,Oregon State,USA,1995,1,15,81,14.4,5.4,5.3,3.3,0.023,0.146,0.161,0.652,0.209,Feb-01,
2546,brent price,SAC,33,185.42,83.91452,Oklahoma,USA,1992,2,32,20,1.6,0.4,0.5,-19.4,0.04,0.039,0.187,0.474,0.164,Feb-01,
2547,brevin knight,MEM,26,177.8,77.11064,Stanford,USA,1997,1,16,53,7.0,2.1,5.7,-6.6,0.011,0.097,0.198,0.482,0.447,Feb-01,
2548,brian cardinal,DET,25,203.2,111.13004,Purdue,USA,2000,2,44,8,2.1,0.8,0.3,24.5,0.053,0.118,0.154,0.612,0.069,Feb-01,
2549,calbert cheaney,DEN,30,200.66,98.429464,Indiana,USA,1993,1,6,68,7.3,3.5,1.6,-10.2,0.039,0.133,0.158,0.499,0.112,Feb-01,
2550,brian grant,MIA,30,205.74,115.212368,Xavier,USA,1994,1,8,72,9.3,8.0,1.9,-1.4,0.09,0.212,0.168,0.508,0.103,Feb-01,
2551,brian skinner,CLE,26,205.74,120.20188,Baylor,USA,1998,1,22,65,3.4,4.3,0.3,-1.4,0.104,0.19,0.1,0.569,0.024,Feb-01,
2552,bruce bowen,SAS,31,200.66,90.7184,Cal State-Fullerton,USA,Undrafted,Undrafted,Undrafted,59,7.0,2.7,1.5,11.3,0.03,0.08,0.141,0.468,0.079,Feb-01,
2553,bruno sundov,IND,22,218.44,111.583632,None,Croatia,1998,2,35,22,1.5,1.0,0.1,-0.4,0.081,0.194,0.221,0.391,0.058,Feb-01,
2554,bryant stith,CLE,31,195.58,95.25432,Virginia,USA,1992,1,13,50,4.2,1.7,0.8,-8.7,0.035,0.114,0.168,0.493,0.112,Feb-01,
2555,bryce drew,CHH,27,190.5,83.460928,Valparaiso,USA,1998,1,16,61,3.4,1.2,1.7,2.7,0.021,0.086,0.139,0.539,0.209,Feb-01,
2556,bryon russell,UTA,31,200.66,102.0582,Long Beach State,USA,1993,2,45,66,9.6,4.5,2.1,3.9,0.048,0.134,0.171,0.493,0.111,Feb-01,
2557,brian scalabrine,NJN,24,205.74,108.86208,Southern California,USA,2001,2,34,28,2.1,1.8,0.8,2.4,0.047,0.171,0.153,0.408,0.113,Feb-01,
2558,chris webber,SAC,29,208.28,111.13004,Michigan,USA,1993,1,1,54,24.5,10.1,4.8,9.4,0.081,0.201,0.29,0.54,0.21,Feb-01,
2559,christian laettner,WAS,32,210.82,111.13004,Duke,USA,1992,1,3,57,7.1,5.3,2.6,-5.1,0.06,0.187,0.155,0.511,0.166,Feb-01,
2560,chucky atkins,DET,27,180.34,72.57472,South Florida,USA,Undrafted,Undrafted,Undrafted,79,12.1,2.0,3.3,1.4,0.016,0.067,0.199,0.568,0.204,Feb-01,
2561,danny manning,DAL,36,208.28,106.140528,Kansas,USA,1988,1,1,41,4.0,2.6,0.7,-2.1,0.05,0.158,0.156,0.505,0.084,Feb-01,
2562,darius miles,LAC,20,205.74,95.25432,None,USA,2000,1,3,82,9.5,5.5,2.2,-0.1,0.057,0.172,0.185,0.516,0.137,Feb-01,
2563,darrell armstrong,ORL,34,185.42,81.64656,Fayetteville State,USA,Undrafted,Undrafted,Undrafted,82,12.4,3.9,5.5,3.2,0.033,0.097,0.178,0.553,0.249,Feb-01,
2564,darrick martin,DAL,31,180.34,77.11064,UCLA,USA,Undrafted,Undrafted,Undrafted,3,0.3,0.3,1.0,-54.6,0.0,0.056,0.235,0.046,0.25,Feb-01,
2565,darvin ham,MIL,28,200.66,104.32616,Texas Tech,USA,Undrafted,Undrafted,Undrafted,70,4.3,2.9,1.0,1.3,0.091,0.101,0.134,0.571,0.094,Feb-01,
2566,david robinson,SAS,36,215.9,113.398,Navy,USA,1987,1,1,78,12.2,8.3,1.2,9.9,0.1,0.22,0.193,0.562,0.068,Feb-01,
2567,danny fortson,GSW,26,203.2,117.93392,Cincinnati,USA,1997,1,10,77,11.2,11.7,1.6,-4.8,0.133,0.299,0.189,0.504,0.089,Feb-01,
2568,david wesley,CHH,31,185.42,92.079176,Baylor,USA,Undrafted,Undrafted,Undrafted,67,14.2,2.1,3.5,-1.0,0.02,0.045,0.204,0.479,0.163,Feb-01,
2569,deshawn stevenson,UTA,21,195.58,95.25432,None,USA,2000,1,23,67,4.9,2.0,1.7,-5.6,0.045,0.094,0.184,0.412,0.171,Feb-01,
2570,dean garrett,GSW,35,210.82,113.398,Indiana,USA,1988,2,38,34,1.1,1.7,0.1,0.0,0.086,0.224,0.153,0.32,0.038,Feb-01,
2571,dean oliver,GSW,23,180.34,79.3786,Iowa,USA,Undrafted,Undrafted,Undrafted,20,2.1,0.4,1.1,-16.8,0.0,0.064,0.185,0.42,0.25,Feb-01,
2572,dee brown,ORL,33,185.42,72.57472,Jacksonville,USA,1990,1,19,7,1.0,1.3,0.3,-4.4,0.0,0.138,0.163,0.175,0.043,Feb-01,
2573,dell curry,TOR,38,195.58,92.98636,Virginia Tech,USA,1986,1,15,56,6.4,1.4,1.1,-0.6,0.029,0.081,0.209,0.495,0.12,Feb-01,
2574,dermarr johnson,ATL,22,205.74,91.171992,Cincinnati,USA,2000,1,6,72,8.4,3.4,1.1,-1.9,0.038,0.127,0.179,0.513,0.076,Feb-01,
2575,desagana diop,CLE,20,213.36,136.0776,None,Senegal,2001,1,8,18,1.4,0.9,0.3,-1.4,0.057,0.118,0.182,0.401,0.069,Feb-01,
2576,danny ferry,SAS,35,208.28,106.59412,Duke,USA,1989,1,2,50,4.6,1.8,1.0,9.5,0.023,0.101,0.127,0.594,0.099,Feb-01,
2577,daniel santiago,PHX,26,215.9,116.119552,Saint Vincent,Puerto Rico,Undrafted,Undrafted,Undrafted,3,2.7,2.3,0.7,-21.1,0.0,0.292,0.185,0.5,0.2,Feb-01,
2578,dana barros,DET,35,180.34,74.84268,Boston College,USA,1989,1,16,29,6.7,2.0,2.7,0.8,0.002,0.109,0.192,0.473,0.221,Feb-01,
2579,chucky brown,SAC,34,203.2,99.79024,North Carolina State,USA,1989,2,43,18,1.2,1.8,0.3,-9.1,0.098,0.223,0.147,0.377,0.094,Feb-01,
2580,clar. weatherspoon,NYK,31,200.66,122.46984,Southern Mississippi,USA,1992,1,9,56,8.8,8.2,1.1,-5.9,0.097,0.214,0.152,0.478,0.058,Feb-01,
2581,clifford robinson,DET,35,208.28,102.0582,Connecticut,USA,1989,2,36,80,14.6,4.8,2.5,2.9,0.032,0.127,0.217,0.503,0.125,Feb-01,
2582,corey maggette,LAC,22,198.12,103.418976,Duke,USA,1999,1,13,63,11.4,3.7,1.8,-3.1,0.038,0.123,0.211,0.56,0.114,Feb-01,
2583,corie blount,PHI,33,208.28,109.769264,Cincinnati,USA,1993,1,25,72,3.6,5.1,0.6,-3.7,0.114,0.178,0.104,0.478,0.051,Feb-01,
2584,corliss williamson,DET,28,200.66,111.13004,Arkansas,USA,1995,1,13,78,13.6,4.1,1.2,5.8,0.084,0.139,0.295,0.567,0.113,Feb-01,
2585,courtney alexander,WAS,25,198.12,92.98636,Fresno State,USA,2000,1,13,56,9.8,2.6,1.5,-6.4,0.037,0.094,0.204,0.521,0.114,Feb-01,
2586,cuttino mobley,HOU,26,193.04,95.25432,Rhode Island,USA,1998,2,41,74,21.7,4.1,2.5,-3.9,0.023,0.088,0.251,0.537,0.112,Feb-01,
2587,dale davis,POR,33,210.82,114.305184,Clemson,USA,1991,1,13,78,9.5,8.8,1.2,5.1,0.124,0.202,0.138,0.551,0.06,Feb-01,
2588,dalibor bagaric,CHI,21,215.9,122.46984,None,Croatia,2000,1,24,50,3.7,3.2,0.5,-11.9,0.1,0.201,0.188,0.443,0.059,Feb-01,
2589,damon jones,DET,25,190.5,83.91452,Houston,USA,Undrafted,Undrafted,Undrafted,67,5.1,1.5,2.1,7.6,0.014,0.093,0.162,0.548,0.21,Feb-01,
2590,damon stoudamire,POR,28,177.8,77.564232,Arizona,USA,1995,1,7,75,13.5,3.9,6.5,3.5,0.032,0.089,0.189,0.506,0.28,Feb-01,
2591,damone brown,PHI,23,203.2,91.625584,Syracuse,USA,2001,2,36,17,1.4,0.2,0.1,-10.1,0.037,0.042,0.229,0.469,0.051,Feb-01,
2592,dan langhi,HOU,24,210.82,99.79024,Vanderbilt,USA,2000,2,31,34,3.1,2.0,0.4,-21.4,0.053,0.122,0.146,0.412,0.058,Feb-01,
2593,dan majerle,PHX,36,198.12,100.697424,Central Michigan,USA,1988,1,14,65,4.6,2.7,1.4,1.9,0.026,0.142,0.129,0.49,0.112,Feb-01,
2594,brad miller,IND,26,213.36,118.387512,Purdue,USA,Undrafted,Undrafted,Undrafted,76,13.6,8.2,2.0,-5.3,0.128,0.193,0.204,0.572,0.124,Feb-01,
2595,bonzi wells,POR,25,195.58,96.615096,Ball State,USA,1998,1,11,74,17.0,6.0,2.8,4.2,0.06,0.163,0.263,0.538,0.152,Feb-01,
2596,brian shaw,LAL,36,198.12,90.7184,California-Santa Barbara,USA,1988,1,24,58,2.9,1.9,1.5,8.0,0.033,0.164,0.153,0.458,0.207,Feb-01,
2597,bobby jackson,SAC,29,185.42,83.91452,Minnesota,USA,1997,1,23,81,11.1,3.1,2.0,8.6,0.05,0.105,0.232,0.537,0.157,Feb-01,
2598,andrew declercq,ORL,29,208.28,115.66596,Florida,USA,1995,2,34,61,2.7,2.7,0.4,-0.3,0.127,0.163,0.143,0.474,0.055,Feb-01,
2599,andrei kirilenko,UTA,21,205.74,95.25432,None,Russia,1999,1,24,82,10.7,4.9,1.1,7.6,0.084,0.144,0.188,0.553,0.073,Feb-01,
2600,andre miller,CLE,26,187.96,90.7184,Utah,USA,1999,1,8,81,16.5,4.7,10.9,-1.1,0.043,0.104,0.227,0.538,0.484,Feb-01,
2601,amal mccaskill,SAS,28,210.82,111.13004,Marquette,USA,1996,2,49,27,1.9,1.3,0.1,-10.3,0.112,0.14,0.223,0.43,0.051,Feb-01,
2602,alvin williams,TOR,27,195.58,83.91452,Villanova,USA,1997,2,47,82,11.8,3.4,5.7,-0.9,0.022,0.089,0.183,0.47,0.262,Feb-01,
2603,alvin jones,PHI,23,210.82,120.20188,Georgia Tech,USA,2001,2,56,23,1.1,1.6,0.1,-3.8,0.13,0.235,0.144,0.451,0.036,Feb-01,
2604,alton ford,PHX,21,205.74,124.7378,Houston,USA,2001,2,50,53,3.1,2.0,0.1,-8.7,0.085,0.193,0.175,0.573,0.027,Feb-01,
2605,alonzo mourning,MIA,32,208.28,118.387512,Georgetown,USA,1992,1,2,75,15.7,8.4,1.2,1.1,0.088,0.206,0.243,0.558,0.067,Feb-01,
2606,anfernee hardaway,PHX,30,200.66,97.52228,Memphis,USA,1993,1,3,80,12.0,4.4,4.1,-1.9,0.044,0.119,0.218,0.472,0.211,Feb-01,
2607,allen iverson,PHI,27,182.88,74.84268,Georgetown,USA,1996,1,1,60,31.4,4.5,5.5,5.1,0.019,0.093,0.371,0.489,0.266,Feb-01,
2608,al harrington,IND,22,205.74,113.398,None,USA,1998,1,25,44,13.1,6.3,1.2,-1.3,0.084,0.151,0.218,0.526,0.073,Feb-01,
2609,adrian griffin,DAL,27,195.58,97.52228,Seton Hall,USA,Undrafted,Undrafted,Undrafted,58,7.2,3.9,1.8,6.3,0.056,0.129,0.137,0.545,0.108,Feb-01,
2610,adonal foyle,GSW,27,208.28,120.20188,Colgate,St. Vincent & Grenadines,1997,1,8,79,4.8,4.9,0.5,-7.2,0.105,0.171,0.145,0.445,0.044,Feb-01,
2611,aaron williams,NJN,30,205.74,108.86208,Xavier,USA,Undrafted,Undrafted,Undrafted,82,7.2,4.1,0.9,4.8,0.087,0.165,0.179,0.568,0.084,Feb-01,
2612,aaron mckie,PHI,29,195.58,94.800728,Temple,USA,1994,1,17,48,12.2,4.0,3.7,3.4,0.02,0.125,0.199,0.54,0.22,Feb-01,
2613,a.j. guyton,CHI,24,185.42,81.64656,Indiana,USA,2000,2,32,45,5.4,1.0,1.8,-3.8,0.022,0.067,0.221,0.477,0.248,Feb-01,
2614,bobby simmons,WAS,22,198.12,106.59412,DePaul,USA,2001,2,41,30,3.7,1.7,0.6,0.5,0.087,0.095,0.166,0.518,0.085,Feb-01,
2615,nick anderson,MEM,34,198.12,92.98636,Illinois,USA,1989,1,11,15,4.0,2.2,0.9,-14.8,0.005,0.17,0.198,0.375,0.127,Feb-01,
2616,alan henderson,ATL,29,205.74,108.86208,Indiana,USA,1995,1,16,26,5.5,3.7,0.4,1.7,0.087,0.171,0.17,0.527,0.043,Feb-01,
2617,ansu sesay,SEA,25,205.74,102.0582,Mississippi,USA,1998,2,30,9,6.4,2.2,0.9,-7.5,0.066,0.124,0.186,0.549,0.091,Feb-01,
2618,allan houston,NYK,31,198.12,90.7184,Tennessee,USA,1993,1,11,77,20.4,3.3,2.5,-6.3,0.015,0.086,0.258,0.54,0.123,Feb-01,
2619,anthony carter,MIA,27,187.96,88.45044,Hawaii,USA,Undrafted,Undrafted,Undrafted,46,4.3,2.5,4.7,-8.8,0.021,0.109,0.159,0.359,0.347,Feb-01,
2620,bo outlaw,PHX,31,203.2,95.25432,Houston,USA,Undrafted,Undrafted,Undrafted,83,4.5,4.4,1.5,2.1,0.088,0.128,0.104,0.547,0.097,Feb-01,
2621,antawn jamison,GSW,26,205.74,101.151016,North Carolina,USA,1998,1,4,82,19.7,6.8,2.0,-6.8,0.072,0.123,0.237,0.516,0.093,Feb-01,
2622,bimbo coles,CLE,34,187.96,82.553744,Virginia Tech,USA,1990,2,40,47,3.2,1.2,2.3,-14.8,0.021,0.075,0.132,0.459,0.269,Feb-01,
2623,ben wallace,DET,27,205.74,108.86208,Virginia Union,USA,Undrafted,Undrafted,Undrafted,80,7.6,13.0,1.4,3.7,0.127,0.292,0.106,0.522,0.062,Feb-01,
2624,baron davis,CHH,23,190.5,101.151016,UCLA,USA,1999,1,3,82,18.1,4.3,8.5,2.4,0.032,0.089,0.237,0.498,0.364,Feb-01,
2625,avery johnson,DAL,37,180.34,81.64656,Southern,USA,Undrafted,Undrafted,Undrafted,68,7.9,1.0,4.2,-7.1,0.012,0.047,0.197,0.531,0.356,Feb-01,
2626,austin croshere,IND,27,208.28,109.769264,Providence,USA,1997,1,12,76,6.8,3.9,1.0,0.3,0.065,0.19,0.198,0.518,0.104,Feb-01,
2627,art long,SEA,29,205.74,114.758776,Cincinnati,USA,Undrafted,Undrafted,Undrafted,63,4.5,4.0,0.7,-0.1,0.132,0.173,0.163,0.506,0.063,Feb-01,
2628,bob sura,GSW,29,195.58,90.7184,Florida State,USA,1995,1,17,78,10.0,3.3,3.5,-4.8,0.053,0.106,0.209,0.53,0.263,Feb-01,
2629,antonio mcdyess,DEN,27,205.74,111.13004,Alabama,USA,1995,1,2,10,11.3,5.5,1.8,-15.9,0.097,0.211,0.209,0.631,0.136,Feb-01,
2630,antonio harvey,SEA,31,210.82,102.0582,Pfeiffer,USA,Undrafted,Undrafted,Undrafted,5,1.8,1.8,1.0,-12.6,0.109,0.087,0.149,0.349,0.143,Feb-01,
2631,antonio davis,TOR,33,205.74,104.32616,Texas-El Paso,USA,1990,2,45,77,14.5,9.6,2.0,-0.3,0.095,0.192,0.196,0.497,0.087,Feb-01,
2632,antonio daniels,SAS,27,193.04,92.98636,Bowling Green,USA,1997,1,4,82,9.2,2.1,2.8,7.0,0.013,0.078,0.166,0.534,0.176,Feb-01,
2633,antoine walker,BOS,25,205.74,111.13004,Kentucky,USA,1996,1,6,81,22.1,8.8,5.0,3.7,0.047,0.186,0.277,0.49,0.224,Feb-01,
2634,anthony peeler,MIN,32,193.04,94.347136,Missouri,USA,1992,1,15,82,9.0,2.5,2.2,-0.1,0.021,0.097,0.173,0.519,0.135,Feb-01,
2635,antonis fotsis,MEM,21,208.28,99.336648,None,Greece,2001,2,47,28,3.9,2.2,0.4,-6.1,0.088,0.121,0.19,0.479,0.057,Feb-01,
2636,anthony johnson,NJN,27,190.5,86.18248,College of Charleston,USA,1997,2,39,34,2.8,0.9,1.4,4.2,0.034,0.064,0.159,0.465,0.223,Feb-01,
2637,anthony mason,MIL,35,203.2,115.66596,Tennessee State,USA,1988,3,53,82,9.6,7.9,4.2,0.5,0.049,0.185,0.127,0.544,0.162,Feb-01,
2638,popeye jones,DAL,33,203.2,113.398,Murray State,USA,1992,2,41,26,2.0,2.3,0.3,-8.8,0.137,0.16,0.167,0.396,0.059,Mar-02,
2639,michael doleac,NYK,26,210.82,118.841104,Utah,USA,1998,1,12,75,4.4,2.9,0.6,-5.3,0.076,0.173,0.187,0.451,0.068,Mar-02,
2640,michael finley,DAL,30,200.66,102.0582,Wisconsin,USA,1995,1,21,69,19.3,5.8,3.0,12.6,0.044,0.122,0.24,0.514,0.124,Mar-02,
2641,michael jordan,WAS,40,198.12,97.975872,North Carolina,USA,1984,1,3,82,20.0,6.1,3.8,0.0,0.028,0.167,0.288,0.491,0.207,Mar-02,
2642,predrag savovic,DEN,27,198.12,102.0582,Hawaii,Yugoslavia,Undrafted,Undrafted,Undrafted,27,3.1,0.9,0.8,-9.8,0.038,0.077,0.205,0.392,0.169,Mar-02,
2643,michael redd,MIL,23,198.12,97.52228,Ohio State,USA,2000,2,43,82,15.1,4.5,1.4,2.6,0.05,0.14,0.224,0.59,0.089,Mar-02,
2644,michael dickerson,MEM,28,195.58,86.18248,Arizona,USA,1998,1,14,6,4.8,1.0,1.3,-6.9,0.019,0.063,0.179,0.553,0.131,Mar-02,
2645,predrag drobnjak,SEA,27,210.82,123.377024,None,Yugoslavia,1997,2,48,82,9.4,3.9,1.0,-3.0,0.063,0.13,0.211,0.459,0.074,Mar-02,
2646,michael olowokandi,LAC,28,213.36,122.46984,Pacific,Nigeria,1998,1,1,36,12.3,9.1,1.3,-4.8,0.047,0.215,0.193,0.457,0.064,Mar-02,
2647,michael curry,DET,34,195.58,95.25432,Georgia Southern,USA,Undrafted,Undrafted,Undrafted,78,3.0,1.6,1.3,-1.2,0.012,0.088,0.094,0.474,0.113,Mar-02,
2648,matt harpring,UTA,27,200.66,104.779752,Georgia Tech,USA,1998,1,15,78,17.6,6.6,1.7,5.2,0.095,0.144,0.237,0.588,0.095,Mar-02,
2649,metta world peace,IND,23,200.66,111.583632,St. John's (NY),USA,1999,1,16,69,15.5,5.2,2.9,7.6,0.051,0.122,0.223,0.529,0.144,Mar-02,
2650,mengke bateer,SAS,27,210.82,131.54168,None,China,Undrafted,Undrafted,Undrafted,12,0.8,0.8,0.3,-18.5,0.059,0.157,0.246,0.252,0.167,Mar-02,
2651,melvin ely,LAC,25,208.28,117.93392,Fresno State,USA,2002,1,12,52,4.5,3.3,0.3,3.4,0.094,0.154,0.153,0.54,0.03,Mar-02,
2652,mehmet okur,DET,24,210.82,112.944408,None,Turkey,2001,2,37,72,6.9,4.7,1.0,4.3,0.099,0.194,0.19,0.514,0.094,Mar-02,
2653,maurice taylor,HOU,26,205.74,117.93392,Michigan,USA,1997,1,14,67,8.4,3.6,1.0,-0.1,0.086,0.124,0.237,0.472,0.091,Mar-02,
2654,matt maloney,ATL,31,190.5,87.089664,Pennsylvania,USA,Undrafted,Undrafted,Undrafted,14,1.7,0.5,1.2,11.9,0.012,0.075,0.146,0.441,0.254,Mar-02,
2655,mateen cleaves,SAC,25,187.96,92.98636,Michigan State,USA,2000,1,14,12,1.3,0.7,0.8,1.1,0.019,0.106,0.303,0.323,0.286,Mar-02,
2656,marko jaric,LAC,24,200.66,89.811216,None,Serbia,2000,2,30,66,7.4,2.4,2.9,1.4,0.03,0.104,0.198,0.498,0.237,Mar-02,
2657,mark strickland,DAL,32,208.28,99.79024,Temple,USA,Undrafted,Undrafted,Undrafted,4,1.0,1.8,0.0,-19.2,0.357,0.25,0.178,0.4,0.0,Mar-02,
2658,mark madsen,LAL,27,205.74,111.13004,Stanford,USA,2000,1,29,54,3.2,2.9,0.7,0.6,0.118,0.111,0.12,0.458,0.067,Mar-02,
2659,pepe sanchez,DET,26,193.04,88.45044,Temple,Argentina,Undrafted,Undrafted,Undrafted,9,0.0,0.7,0.9,1.2,0.095,0.08,0.084,0.0,0.364,Mar-02,
2660,michael bradley,TOR,24,208.28,102.0582,Villanova,USA,2001,1,17,67,5.0,6.1,1.0,-8.9,0.136,0.233,0.146,0.492,0.083,Mar-02,
2661,peja stojakovic,SAC,26,208.28,103.872568,None,Serbia and Montenegro,1996,1,14,72,19.2,5.5,2.0,8.2,0.028,0.137,0.223,0.6,0.089,Mar-02,
2662,mike wilks,MIN,24,177.8,83.91452,Rice,USA,Undrafted,Undrafted,Undrafted,46,3.2,1.5,2.0,-1.5,0.036,0.086,0.137,0.436,0.22,Mar-02,
2664,mark jackson,UTA,38,190.5,88.45044,St. John's (NY),USA,1987,1,18,82,4.7,2.1,4.6,-0.4,0.029,0.11,0.176,0.473,0.437,Mar-02,
2665,michael stewart,CLE,28,208.28,104.32616,California,USA,Undrafted,Undrafted,Undrafted,47,0.8,1.2,0.1,-12.0,0.083,0.156,0.094,0.426,0.044,Mar-02,
2666,mike batiste,MEM,25,203.2,102.0582,Arizona State,USA,Undrafted,Undrafted,Undrafted,75,6.4,3.4,0.7,-6.2,0.077,0.165,0.211,0.476,0.074,Mar-02,
2667,mike bibby,SAC,25,185.42,86.18248,Arizona,USA,1998,1,2,55,15.9,2.7,5.2,8.6,0.022,0.061,0.217,0.559,0.231,Mar-02,
2669,mike james,MIA,28,187.96,86.18248,Duquesne,USA,Undrafted,Undrafted,Undrafted,78,7.8,1.9,3.2,-3.0,0.017,0.086,0.207,0.469,0.266,Mar-02,
2671,mikki moore,ATL,27,213.36,102.0582,Nebraska,USA,Undrafted,Undrafted,Undrafted,8,2.3,1.0,0.4,-18.0,0.158,0.044,0.204,0.517,0.136,Mar-02,
2672,milt palacio,CLE,25,190.5,88.45044,Colorado State,Belize,Undrafted,Undrafted,Undrafted,80,5.0,2.9,3.2,-11.5,0.026,0.11,0.124,0.466,0.211,Mar-02,
2673,monty williams,PHI,31,203.2,102.0582,Notre Dame,USA,1994,1,24,21,4.4,2.1,1.2,8.6,0.053,0.138,0.176,0.489,0.143,Mar-02,
2674,moochie norris,HOU,29,187.96,83.91452,West Florida,USA,1996,2,33,82,4.4,1.9,2.4,-0.1,0.032,0.101,0.159,0.47,0.239,Mar-02,
2675,paul shirley,ATL,25,208.28,104.32616,Iowa State,USA,Undrafted,Undrafted,Undrafted,2,0.0,0.5,0.0,66.5,0.0,0.143,0.252,0.0,0.0,Mar-02,
2676,morris peterson,TOR,25,200.66,97.52228,Michigan State,USA,2000,1,21,82,14.1,4.4,2.3,-6.0,0.036,0.108,0.203,0.488,0.11,Mar-02,
2677,nazr mohammed,ATL,25,208.28,113.398,Kentucky,USA,1998,1,29,35,4.6,3.7,0.2,-12.3,0.111,0.202,0.201,0.452,0.024,Mar-02,
2678,nene,DEN,20,210.82,117.93392,None,Brazil,2002,1,7,80,10.5,6.1,1.9,-7.0,0.108,0.156,0.191,0.545,0.119,Mar-02,
2679,nick van exel,DAL,31,185.42,88.45044,Cincinnati,USA,1993,2,37,73,12.5,2.8,4.3,6.0,0.019,0.095,0.229,0.509,0.252,Mar-02,
2680,nikoloz tskitishvili,DEN,20,213.36,102.0582,None,Georgia,2002,1,5,81,3.9,2.2,1.1,-9.8,0.053,0.107,0.167,0.374,0.113,Mar-02,
2681,olumide oyedeji,ORL,22,208.28,108.86208,None,Nigeria,2000,2,42,27,1.0,1.9,0.2,-7.9,0.076,0.308,0.104,0.485,0.062,Mar-02,
2682,oscar torres,GSW,26,198.12,95.25432,Venezuela,Venezuela,Undrafted,Undrafted,Undrafted,17,3.1,0.7,0.2,7.1,0.039,0.091,0.226,0.592,0.056,Mar-02,
2683,othella harrington,NYK,29,205.74,106.59412,Georgetown,USA,1996,2,30,74,7.7,6.4,0.8,-1.6,0.104,0.207,0.151,0.563,0.053,Mar-02,
2684,p.j. brown,NOH,33,210.82,108.408488,Louisiana Tech,USA,1992,2,29,78,10.7,9.0,1.9,2.4,0.107,0.209,0.139,0.592,0.09,Mar-02,
2685,pat burke,ORL,29,210.82,113.398,Auburn,Ireland,Undrafted,Undrafted,Undrafted,62,4.3,2.4,0.4,-11.9,0.076,0.135,0.208,0.415,0.056,Mar-02,
2686,pat garrity,ORL,26,205.74,107.954896,Notre Dame,USA,1998,1,19,81,10.7,3.8,1.5,2.2,0.031,0.107,0.151,0.551,0.073,Mar-02,
2688,nate huffman,TOR,28,215.9,111.13004,Central Michigan,USA,Undrafted,Undrafted,Undrafted,7,3.3,3.3,0.7,0.7,0.134,0.241,0.175,0.403,0.1,Mar-02,
2689,mark bryant,BOS,38,205.74,113.398,Seton Hall,USA,1988,1,21,16,0.8,1.3,0.3,-9.6,0.095,0.158,0.127,0.313,0.08,Mar-02,
2690,stephen jackson,SAS,25,203.2,99.79024,Butler Community College,USA,1997,2,42,80,11.8,3.6,2.3,5.2,0.036,0.11,0.22,0.526,0.136,Mar-02,
2691,marcus haislip,MIL,22,208.28,104.32616,Tennessee,USA,2002,1,13,39,4.1,1.4,0.2,-3.8,0.054,0.087,0.199,0.474,0.036,Mar-02,
2692,kevin ollie,SEA,30,187.96,88.45044,Connecticut,USA,Undrafted,Undrafted,Undrafted,82,6.5,2.2,3.5,5.2,0.016,0.097,0.15,0.514,0.252,Mar-02,
2693,kevin garnett,MIN,27,210.82,99.79024,None,USA,1995,1,5,82,23.0,13.4,6.0,6.8,0.086,0.282,0.262,0.553,0.249,Mar-02,
